# Descripiton: Distribuicao de Modulo de Distancia
# Domain: z in [0, 10]
# Units: z [adm.], mu [mag] 
# z,mu
0.4420000000,41.6382979366
0.4430000000,41.6435471850
0.4440000000,41.6487850669
0.4450000000,41.6540116326
0.4460000000,41.6592269321
0.4470000000,41.6644310149
0.4480000000,41.6696239303
0.4490000000,41.6748057272
0.4500000000,41.6799764541
0.4510000000,41.6851361595
0.4520000000,41.6902848912
0.4530000000,41.6954226968
0.4540000000,41.7005496237
0.4550000000,41.7056657190
0.4560000000,41.7107710293
0.4570000000,41.7158656010
0.4580000000,41.7209494803
0.4590000000,41.7260227129
0.4600000000,41.7310853444
0.4610000000,41.7361374199
0.4620000000,41.7411789844
0.4630000000,41.7462100825
0.4640000000,41.7512307586
0.4650000000,41.7562410567
0.4660000000,41.7612410206
0.4670000000,41.7662306938
0.4680000000,41.7712101195
0.4690000000,41.7761793406
0.4700000000,41.7811383999
0.4710000000,41.7860873397
0.4720000000,41.7910262022
0.4730000000,41.7959550293
0.4740000000,41.8008738624
0.4750000000,41.8057827431
0.4760000000,41.8106817123
0.4770000000,41.8155708110
0.4780000000,41.8204500796
0.4790000000,41.8253195585
0.4800000000,41.8301792878
0.4810000000,41.8350293073
0.4820000000,41.8398696565
0.4830000000,41.8447003749
0.4840000000,41.8495215014
0.4850000000,41.8543330750
0.4860000000,41.8591351342
0.4870000000,41.8639277174
0.4880000000,41.8687108628
0.4890000000,41.8734846083
0.4900000000,41.8782489915
0.4910000000,41.8830040499
0.4920000000,41.8877498208
0.4930000000,41.8924863410
0.4940000000,41.8972136474
0.4950000000,41.9019317766
0.4960000000,41.9066407648
0.4970000000,41.9113406482
0.4980000000,41.9160314626
0.4990000000,41.9207132439
0.5000000000,41.9253860273
0.5010000000,41.9300498483
0.5020000000,41.9347047418
0.5030000000,41.9393507426
0.5040000000,41.9439878855
0.5050000000,41.9486162048
0.5060000000,41.9532357349
0.5070000000,41.9578465096
0.5080000000,41.9624485628
0.5090000000,41.9670419282
0.5100000000,41.9716266393
0.5110000000,41.9762027291
0.5120000000,41.9807702308
0.5130000000,41.9853291773
0.5140000000,41.9898796012
0.5150000000,41.9944215349
0.5160000000,41.9989550108
0.5170000000,42.0034800610
0.5180000000,42.0079967173
0.5190000000,42.0125050115
0.5200000000,42.0170049752
0.5210000000,42.0214966397
0.5220000000,42.0259800363
0.5230000000,42.0304551959
0.5240000000,42.0349221493
0.5250000000,42.0393809273
0.5260000000,42.0438315603
0.5270000000,42.0482740786
0.5280000000,42.0527085124
0.5290000000,42.0571348917
0.5300000000,42.0615532463
0.5310000000,42.0659636057
0.5320000000,42.0703659996
0.5330000000,42.0747604571
0.5340000000,42.0791470075
0.5350000000,42.0835256796
0.5360000000,42.0878965025
0.5370000000,42.0922595046
0.5380000000,42.0966147145
0.5390000000,42.1009621606
0.5400000000,42.1053018711
0.5410000000,42.1096338739
0.5420000000,42.1139581970
0.5430000000,42.1182748681
0.5440000000,42.1225839147
0.5450000000,42.1268853644
0.5460000000,42.1311792443
0.5470000000,42.1354655816
0.5480000000,42.1397444033
0.5490000000,42.1440157362
0.5500000000,42.1482796070
0.5510000000,42.1525360423
0.5520000000,42.1567850684
