# Descripiton: Distribuicao de Modulo de Distancia
# Domain: z in [0, 10]
# Units: z [adm.], mu [mag] 
# z,mu
0.6650000000,43.3797927303
0.6660000000,43.3843594458
0.6670000000,43.3889204833
0.6680000000,43.3934758585
0.6690000000,43.3980255868
0.6700000000,43.4025696838
0.6710000000,43.4071081649
0.6720000000,43.4116410454
0.6730000000,43.4161683405
0.6740000000,43.4206900655
0.6750000000,43.4252062356
0.6760000000,43.4297168657
0.6770000000,43.4342219710
0.6780000000,43.4387215664
0.6790000000,43.4432156667
0.6800000000,43.4477042867
0.6810000000,43.4521874413
0.6820000000,43.4566651452
0.6830000000,43.4611374129
0.6840000000,43.4656042590
0.6850000000,43.4700656981
0.6860000000,43.4745217445
0.6870000000,43.4789724128
0.6880000000,43.4834177172
0.6890000000,43.4878576720
0.6900000000,43.4922922913
0.6910000000,43.4967215894
0.6920000000,43.5011455804
0.6930000000,43.5055642782
0.6940000000,43.5099776968
0.6950000000,43.5143858502
0.6960000000,43.5187887522
0.6970000000,43.5231864166
0.6980000000,43.5275788572
0.6990000000,43.5319660876
0.7000000000,43.5363481215
0.7010000000,43.5407249725
0.7020000000,43.5450966540
0.7030000000,43.5494631795
0.7040000000,43.5538245624
0.7050000000,43.5581808162
0.7060000000,43.5625319540
0.7070000000,43.5668779891
0.7080000000,43.5712189348
0.7090000000,43.5755548041
0.7100000000,43.5798856101
0.7110000000,43.5842113659
0.7120000000,43.5885320845
0.7130000000,43.5928477787
0.7140000000,43.5971584614
0.7150000000,43.6014641455
0.7160000000,43.6057648437
0.7170000000,43.6100605687
0.7180000000,43.6143513333
0.7190000000,43.6186371499
0.7200000000,43.6229180313
0.7210000000,43.6271939898
0.7220000000,43.6314650380
0.7230000000,43.6357311883
0.7240000000,43.6399924530
0.7250000000,43.6442488445
0.7260000000,43.6485003750
0.7270000000,43.6527470567
0.7280000000,43.6569889018
0.7290000000,43.6612259225
0.7300000000,43.6654581308
0.7310000000,43.6696855387
0.7320000000,43.6739081583
0.7330000000,43.6781260013
0.7340000000,43.6823390798
0.7350000000,43.6865474056
0.7360000000,43.6907509905
0.7370000000,43.6949498461
0.7380000000,43.6991439842
0.7390000000,43.7033334166
0.7400000000,43.7075181546
0.7410000000,43.7116982101
0.7420000000,43.7158735943
0.7430000000,43.7200443189
0.7440000000,43.7242103953
0.7450000000,43.7283718348
0.7460000000,43.7325286488
0.7470000000,43.7366808486
0.7480000000,43.7408284454
0.7490000000,43.7449714505
0.7500000000,43.7491098750
0.7510000000,43.7532437300
0.7520000000,43.7573730267
0.7530000000,43.7614977760
0.7540000000,43.7656179891
0.7550000000,43.7697336767
0.7560000000,43.7738448499
0.7570000000,43.7779515195
0.7580000000,43.7820536964
0.7590000000,43.7861513913
0.7600000000,43.7902446150
0.7610000000,43.7943333783
0.7620000000,43.7984176916
0.7630000000,43.8024975658
0.7640000000,43.8065730114
0.7650000000,43.8106440390
0.7660000000,43.8147106589
0.7670000000,43.8187728818
0.7680000000,43.8228307181
0.7690000000,43.8268841781
0.7700000000,43.8309332722
0.7710000000,43.8349780108
0.7720000000,43.8390184040
0.7730000000,43.8430544622
0.7740000000,43.8470861955
0.7750000000,43.8511136141
0.7760000000,43.8551367281
0.7770000000,43.8591555476
0.7780000000,43.8631700827
0.7790000000,43.8671803434
0.7800000000,43.8711863396
0.7810000000,43.8751880813
0.7820000000,43.8791855784
0.7830000000,43.8831788407
0.7840000000,43.8871678782
0.7850000000,43.8911527005
0.7860000000,43.8951333175
0.7870000000,43.8991097389
0.7880000000,43.9030819743
0.7890000000,43.9070500335
0.7900000000,43.9110139259
0.7910000000,43.9149736613
0.7920000000,43.9189292491
0.7930000000,43.9228806990
0.7940000000,43.9268280202
0.7950000000,43.9307712224
0.7960000000,43.9347103149
0.7970000000,43.9386453071
0.7980000000,43.9425762083
0.7990000000,43.9465030279
0.8000000000,43.9504257750
0.8010000000,43.9543444591
0.8020000000,43.9582590892
0.8030000000,43.9621696746
0.8040000000,43.9660762243
0.8050000000,43.9699787476
0.8060000000,43.9738772535
0.8070000000,43.9777717510
0.8080000000,43.9816622491
0.8090000000,43.9855487569
0.8100000000,43.9894312833
0.8110000000,43.9933098372
0.8120000000,43.9971844275
0.8130000000,44.0010550630
0.8140000000,44.0049217526
0.8150000000,44.0087845051
0.8160000000,44.0126433293
0.8170000000,44.0164982338
0.8180000000,44.0203492274
0.8190000000,44.0241963187
0.8200000000,44.0280395164
0.8210000000,44.0318788291
0.8220000000,44.0357142655
0.8230000000,44.0395458339
0.8240000000,44.0433735430
0.8250000000,44.0471974013
0.8260000000,44.0510174172
0.8270000000,44.0548335991
0.8280000000,44.0586459555
0.8290000000,44.0624544947
0.8300000000,44.0662592251
0.8310000000,44.0700601550
0.8320000000,44.0738572927
0.8330000000,44.0776506464
0.8340000000,44.0814402244
0.8350000000,44.0852260349
0.8360000000,44.0890080861
0.8370000000,44.0927863861
0.8380000000,44.0965609430
0.8390000000,44.1003317649
0.8400000000,44.1040988599
0.8410000000,44.1078622361
0.8420000000,44.1116219014
0.8430000000,44.1153778638
0.8440000000,44.1191301313
0.8450000000,44.1228787118
0.8460000000,44.1266236132
0.8470000000,44.1303648434
0.8480000000,44.1341024103
0.8490000000,44.1378363216
0.8500000000,44.1415665852
0.8510000000,44.1452932088
0.8520000000,44.1490162001
0.8530000000,44.1527355670
0.8540000000,44.1564513171
0.8550000000,44.1601634580
0.8560000000,44.1638719974
0.8570000000,44.1675769429
