# Descripiton: Distribuicao de Modulo de Distancia
# Domain: z in [0, 10]
# Units: z [adm.], mu [mag] 
# z,mu
0.8110000000,43.5426336253
0.8120000000,43.5459797961
0.8130000000,43.5493222203
0.8140000000,43.5526609064
0.8150000000,43.5559958633
0.8160000000,43.5593270994
0.8170000000,43.5626546234
0.8180000000,43.5659784437
0.8190000000,43.5692985690
0.8200000000,43.5726150077
0.8210000000,43.5759277682
0.8220000000,43.5792368589
0.8230000000,43.5825422883
0.8240000000,43.5858440648
0.8250000000,43.5891421966
0.8260000000,43.5924366921
0.8270000000,43.5957275595
0.8280000000,43.5990148071
0.8290000000,43.6022984431
0.8300000000,43.6055784757
0.8310000000,43.6088549130
0.8320000000,43.6121277633
0.8330000000,43.6153970345
0.8340000000,43.6186627348
0.8350000000,43.6219248722
0.8360000000,43.6251834548
0.8370000000,43.6284384904
0.8380000000,43.6316899872
0.8390000000,43.6349379530
0.8400000000,43.6381823958
0.8410000000,43.6414233233
0.8420000000,43.6446607436
0.8430000000,43.6478946643
0.8440000000,43.6511250933
0.8450000000,43.6543520385
0.8460000000,43.6575755074
0.8470000000,43.6607955079
0.8480000000,43.6640120476
0.8490000000,43.6672251343
0.8500000000,43.6704347755
0.8510000000,43.6736409788
0.8520000000,43.6768437520
0.8530000000,43.6800431024
0.8540000000,43.6832390377
0.8550000000,43.6864315654
0.8560000000,43.6896206929
0.8570000000,43.6928064278
0.8580000000,43.6959887774
0.8590000000,43.6991677492
0.8600000000,43.7023433506
0.8610000000,43.7055155889
0.8620000000,43.7086844714
0.8630000000,43.7118500055
0.8640000000,43.7150121985
0.8650000000,43.7181710576
0.8660000000,43.7213265900
0.8670000000,43.7244788031
0.8680000000,43.7276277039
0.8690000000,43.7307732996
0.8700000000,43.7339155975
0.8710000000,43.7370546045
0.8720000000,43.7401903278
0.8730000000,43.7433227745
0.8740000000,43.7464519516
0.8750000000,43.7495778661
0.8760000000,43.7527005251
0.8770000000,43.7558199355
0.8780000000,43.7589361042
0.8790000000,43.7620490383
0.8800000000,43.7651587446
0.8810000000,43.7682652300
0.8820000000,43.7713685014
0.8830000000,43.7744685656
0.8840000000,43.7775654295
0.8850000000,43.7806590997
0.8860000000,43.7837495832
0.8870000000,43.7868368866
0.8880000000,43.7899210167
0.8890000000,43.7930019803
0.8900000000,43.7960797839
0.8910000000,43.7991544342
0.8920000000,43.8022259380
0.8930000000,43.8052943018
0.8940000000,43.8083595322
0.8950000000,43.8114216358
0.8960000000,43.8144806191
0.8970000000,43.8175364888
0.8980000000,43.8205892512
0.8990000000,43.8236389130
0.9000000000,43.8266854805
0.9010000000,43.8297289603
0.9020000000,43.8327693587
0.9030000000,43.8358066823
0.9040000000,43.8388409372
0.9050000000,43.8418721301
0.9060000000,43.8449002671
0.9070000000,43.8479253546
0.9080000000,43.8509473990
0.9090000000,43.8539664065
0.9100000000,43.8569823833
0.9110000000,43.8599953359
0.9120000000,43.8630052702
0.9130000000,43.8660121927
0.9140000000,43.8690161094
0.9150000000,43.8720170266
0.9160000000,43.8750149504
0.9170000000,43.8780098869
0.9180000000,43.8810018422
0.9190000000,43.8839908225
0.9200000000,43.8869768338
0.9210000000,43.8899598821
0.9220000000,43.8929399735
0.9230000000,43.8959171141
0.9240000000,43.8988913098
0.9250000000,43.9018625665
0.9260000000,43.9048308903
0.9270000000,43.9077962872
0.9280000000,43.9107587629
0.9290000000,43.9137183235
0.9300000000,43.9166749747
0.9310000000,43.9196287226
0.9320000000,43.9225795729
0.9330000000,43.9255275315
0.9340000000,43.9284726041
0.9350000000,43.9314147966
0.9360000000,43.9343541148
0.9370000000,43.9372905644
0.9380000000,43.9402241512
0.9390000000,43.9431548808
0.9400000000,43.9460827590
0.9410000000,43.9490077915
0.9420000000,43.9519299840
0.9430000000,43.9548493421
0.9440000000,43.9577658714
0.9450000000,43.9606795776
0.9460000000,43.9635904662
0.9470000000,43.9664985430
0.9480000000,43.9694038133
0.9490000000,43.9723062828
0.9500000000,43.9752059571
0.9510000000,43.9781028415
0.9520000000,43.9809969417
0.9530000000,43.9838882632
0.9540000000,43.9867768113
0.9550000000,43.9896625915
0.9560000000,43.9925456093
0.9570000000,43.9954258702
0.9580000000,43.9983033794
0.9590000000,44.0011781424
0.9600000000,44.0040501645
0.9610000000,44.0069194512
0.9620000000,44.0097860077
0.9630000000,44.0126498393
0.9640000000,44.0155109515
0.9650000000,44.0183693493
0.9660000000,44.0212250383
0.9670000000,44.0240780235
0.9680000000,44.0269283103
0.9690000000,44.0297759038
0.9700000000,44.0326208093
0.9710000000,44.0354630320
0.9720000000,44.0383025770
0.9730000000,44.0411394495
0.9740000000,44.0439736547
0.9750000000,44.0468051977
0.9760000000,44.0496340836
0.9770000000,44.0524603176
